	IUCN.binomial	PD.Ref	Marine.Ref	M.M.P	IUCN.Order	ORD	Order	IUCN.Family	FAM	Family	IUCN.Genus	IUCN.Species	Common.names	Listed	Red.List.status	B.species	Population.trend	Island	TrophicDetail	TrophicDetail.Reduced	TrophicD	TrophicP	DietBreadth	TerrestrialityD	TerrestrialityP	HabMode	HabitatBreadth	ActivCycle	BodyMass.g	logBodyMass	AdultForearmLen.mm	logAdultForearmLen	AdultHeadBodyLen.mm	logAdultHeadBodyLen	AllGeogRange	logAllGeogRange	Current.GR	HomeRange.km2	logHomeRange	HomeRange.Indiv.km2	logHomeRange.Indiv.km2	PopDen.n.km2	logPopDen	SocGrpSz	logSocGrpSz	social	PopGrpSz	logPopGrpSz	SMA.d	logSMA	AgeatFirstBirth.d	logAgeFirstBirth	IBI.d	logIBI	LitSz	logLitSz	LitPerYear	logLitPerYear	TeatNo	logTeatNo	GestLen.d	logGestLen	NeonateBodyMass.g	logNeonateBodyMass	NeonateHeadBodyLen.mm	logNeonateHeadBodyLen.mm	AgeEyeOpen.d	WeanAge.d	logWeanAge	WeanBodyMass.g	logWeanBodyMass	logWeaningHeadBodyLen.mm	DispersAge.d	logDispersAge.d	MaxLifepsan.m	logMaxLifespan.m	P	BasalMetRate.mLO2hr	logBasalMetRate	BMR.lO2.hr	kcal.day	BMR.watts	logBMR.watts	BasalMetRateMass.g	brain.mass.g	logbrain.mass.g	GR.Area.km2	GR.MaxLat.dd	GR.MinLat.dd	GR.MidRangeLat.dd	GR.MaxLong.dd	GR.MinLong.dd	GR.MidRangeLong.dd	HuPopDen.Min.n.km2	HuPopDen.Mean.n.km2	HuPopDen.5p.n.km2	HuPopDen.Change	Precip.Mean.mm	logMeanPrecip	Temp.Mean.01degC	AET.Mean.mm	logAET	PET.Mean.mm	logPET	Freshwater	Coastal	Oceanic	births.on.land	All.Habitat	threatened.by.fishing.bycatch.	threatened.by.direct.hunting	threatened.by.pollution.	threatened.by.invasives.	threatened.by.development.dams.human.intrusion.	threatened.by.climate.change	All.threats	MedianNPPgC.m.2r	logMedianNPP	MinNPPgC.m.2r	MaxNPPgC.m.2r	MeanNPPgC.m.2r	StdNPP	MedianNPPgC.m.2r.1	Min.HII	Max.HII	Mean.HII	StdHII	MedianHII	logLSPop	logNPP	logDHI_CV	logMinimumFpar	logTotalAnnualFpar	Velocity	logVelocity	logLights2006	logGlob	GPP	LSPop	NPP	DHI_CV	MinimumFpar	TotalAnnualFpar	Lights2006	Glob
1818	Hylopetes_sipora	4017	NA	Placental	RODENTIA	ROD	Rodentia	SCIURIDAE	SCI	Sciuridae	Hylopetes	sipora	Sipora_Flying_Squirrel	1	EN	B	decreasing	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	89.2	1.950364854	NA	NA	NA	NA	628	2.797959644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	620.62	-2.02	-2.4	-2.21	99.85	99.51	99.68	114	114	114	0.00885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65954987	4.749000097	-0.822969157	1.026299942	2.557997698	NA	NA	NA	2.322219295	25215.94226	45.66146797	8607.927408	0.150324872	10.62429061	361.4079472	0	NA
1851	Iomys_sipora	4039	NA	Placental	RODENTIA	ROD	Rodentia	SCIURIDAE	SCI	Sciuridae	Iomys	sipora	Mentawi_Flying_Squirrel	1	EN	B	decreasing	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2208	3.343999069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1251.23	-2.02	-2.85	-2.44	100.22	99.51	99.86	43	66.67	43	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.603735057	4.758802641	-0.848609582	1.04549668	2.567358259	NA	NA	NA	2.322219295	25830.13395	40.15457715	8861.908396	0.141706711	11.10444046	369.2821018	0	NA
1895	Komodomys_rintjanus	4059	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Komodomys	rintjanus	Nusa_Tenggara_Komodomys_Komodo_Rat	1	VU	NA	stable	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	NA	NA	NA	NA	169.4	2.228913406	21619	4.334835602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	210.95	-8.6	-8.8	-8.7	119.8	119.54	119.67	84	84	84	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115.66	2.063183188	78.8	2104.4	1174.86	78.8	1156.6	30	460	162.887	51.9892	170	1.850110942	4.540938472	-0.556742925	0.996044213	2.605274953	0.162132778	-0.790129176	-2.183670789	2.322219295	19984.6457	70.8126655	8056.970897	0.277496222	9.909328213	402.9720767	0.006551326	NA
1919	Lariscus_obscurus	4068	NA	Placental	RODENTIA	ROD	Rodentia	SCIURIDAE	SCI	Sciuridae	Lariscus	obscurus	Mentawai_Three_striped_Squirrel	0	NT	NA	decreasing	I	NA	NA	omni	2	3	T	2	NA	2	D	241.19	2.382359298	NA	NA	187	2.271841607	6122	3.786893325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6044.85	-0.91	-3.34	-2.13	100.47	98.58	99.52	43	55.33	43	0.11	340	2.531478917	259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173.8	2.240049772	244.8	1940.7	1698.77	244.8	1738	20	220	106.546	36.7081	110	1.175446376	4.573089732	-0.868938077	1.476755974	3.008886989	NA	NA	NA	2.322219295	25827.94975	14.97774306	8955.474707	0.135226536	29.9747779	1020.673853	0	NA
1978	Leopoldamys_siporanus	4095	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Leopoldamys	siporanus	Mentawai_Archipelago_Leopoldamys_Mentawai_Long_tailed_Giant_Rat	1	EN	B	decreasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2208	3.343999069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6044.85	-0.91	-3.34	-2.13	100.47	98.58	99.52	43	55.33	43	0.11	340	2.531478917	259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.175446376	4.573089732	-0.868938077	1.476755974	3.008886989	NA	NA	NA	2.322219295	25827.94975	14.97774306	8955.474707	0.135226536	29.9747779	1020.673853	0	NA
2086	Lophuromys_medicaudatus	4117	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Lophuromys	medicaudatus	Medium_tailed_Brush_furred_Rat	1	VU	B	decreasing	C	NA	NA	car	3	NA	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105885	5.024834441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44946.37	-1.31	-4.92	-3.11	29.91	28.24	29.07	7	144.63	17	0.11	100.43	2.001863463	185.72	1342.4	3.127881943	1526.61	3.183728103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.518881574	4.345382919	-0.935501271	1.65857056	3.152123239	0.23053439	-0.63726428	-0.441395807	2.322219295	22894.18509	330.2794665	12389.68005	0.116010882	45.55861997	1419.460261	0.361913008	NA
2182	Margaretamys_beccarii	4148	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Margaretamys	beccarii	Spiny_Lowland_Margaretamys_Beccari.s_Margareta_Rat	1	VU	NA	decreasing	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	70.35	1.847264102	NA	NA	NA	NA	66102	4.8202146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72428.12	1.35	-3.26	-0.95	123.47	119.11	121.29	17	49.76	17	0.11	220.09	2.34260031	202.1	1814.78	3.258823984	1903.75	3.279609916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123.16	2.09046968	74.1	1994.3	1205.77	74.1	1231.6	0	560	133.771	65.4026	140	1.948271144	4.279361887	-1.038876497	1.733548026	3.198898327	0.160784375	-0.793756158	-0.267690845	2.322219295	23061.67099	88.77100646	5790.794613	0.091437323	54.14371189	1580.877896	0.539894813	NA
2243	Maxomys_hylomyoides	4170	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Maxomys	hylomyoides	Sumatran_Mountain_Maxomys_Sumatran_Spiny_Rat	NA	DD	NA	unknown	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	56.6	1.752816431	NA	NA	NA	NA	93220	4.969509099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17894.61	1.02	-2.03	-0.5	101.74	99.55	100.64	36	98.42	36	0.09	281.04	2.448768137	226.42	1672.07	3.223254455	1783.76	3.251336421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.830604476	4.659358281	-0.71863033	1.184500699	2.783935101	0.631258635	-0.199792668	0.854122165	2.322219295	15505.68933	1036.628137	8238.804085	0.191147961	15.29328209	608.0441309	7.736255511	NA
2249	Maxomys_pagensis	4176	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Maxomys	pagensis	Mentawai_Archipelago_Maxomys_Pagai_Spiny_Rat	1	EN	B	decreasing	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	196	2.292256071	NA	NA	NA	NA	6122	3.786893325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6044.85	-0.91	-3.34	-2.13	100.47	98.58	99.52	43	55.33	43	0.11	340	2.531478917	259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.175446376	4.573089732	-0.868938077	1.476755974	3.008886989	NA	NA	NA	2.322219295	25827.94975	14.97774306	8955.474707	0.135226536	29.9747779	1020.673853	0	NA
2287	Melomys_aerosus	4192	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Melomys	aerosus	Dusky_Seram_Melomys_Dusky_Mosaic_tailed_Rat	1	EN	B	decreasing	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	97.3	1.98811284	NA	NA	152.15	2.182271957	17326	4.23869831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.602059991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10170.05	-2.88	-3.68	-3.28	130.82	128.21	129.52	23	23	23	0.04	277.83	2.443779139	244.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.791456534	3.953179282	-0.950916571	1.762144491	3.262340064	0.071227731	-1.14735089	-2.624046283	2.322219295	21618.04117	6.186664064	5003.656872	0.111965295	57.82884141	1829.532226	0.002376587	NA
2288	Melomys_bougainville	4195	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Melomys	bougainville	Bougainville_Melomys_Bougainville_Mosaic_tailed_Rat	NA	DD	NA	unknown	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	85.99	1.934447949	NA	NA	146.44	2.16565972	12457	4.095413464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12465.16	-5	-7.41	-6.21	157.55	154.51	156.03	13	17	13	0.14	182.39	2.261001023	261.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.096414014	4.514741976	-1.061728013	1.610298998	3.068696071	0.41215116	-0.384943473	-1.97064703	2.322219295	30018.8839	12.48573215	10705.37691	0.0867505	40.76608432	1171.375323	0.010699241	NA
2290	Melomys_capensis	4196	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Melomys	capensis	Cape_York_Melomys_Cape_York_Mosaic_tailed_Rat	0	LC	NA	stable	C	Browse.Frug	Browse	her	1	NA	T	NA	ter	NA	NA	70	1.84509804	NA	NA	136.61	2.135482491	49800	4.697229343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.301029996	NA	NA	NA	NA	NA	NA	6.5	0.812913357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44665.92	-10.69	-14.19	-12.44	143.62	141.59	142.6	0	0.39	0	0.16	119.04	2.075692918	267.84	905.71	2.956989163	1744.15	3.241583832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.09	1.851808514	65.2	2200.6	834.39	65.2	710.9	0	380	55.5745	32.5742	40	-0.590860716	4.229390568	-0.710384714	1.406771644	3.006400627	0.805306917	-0.094038571	-1.208523043	2.322219295	18009.76728	0.256530663	7994.592189	0.194811812	25.51359419	1014.847128	0.06186955	NA
2291	Melomys_caurinus	4197	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Melomys	caurinus	Short_tailed_Talaud_Melomys	1	EN	B	decreasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	172.44	2.236638014	17326	4.23869831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.602059991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15912057	4.712592654	-0.628108431	1.137912003	2.667023914	NA	NA	-1.529715096	2.322219295	26598.14844	144.251577	9040.143294	0.235446137	13.73763595	464.5408539	0.029531459	NA
2293	Melomys_cooperae	4198	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Melomys	cooperae	Yamdena_Island_Melomys	NA	DD	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.112715454	4.539529703	-0.978876975	1.4160366	2.901455279	0.469404824	-0.328452452	-1.661441459	2.322219295	25741.72464	12.96329649	8854.575096	0.104983978	26.06373189	796.994416	0.021805123	NA
2302	Melomys_rubicola	4207	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Melomys	rubicola	Bramble_Cay_Melomys_Bramble_Cay_Mosaic_tailed_Rat	1	CR	NA	unknown	C	Browse.Frug	Browse	her	1	NA	T	NA	ter	NA	NA	100	2	NA	NA	147.42	2.168556407	160	2.204119983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.602059991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000187	-9.13	-9.13	-9.13	143.86	143.86	143.86	5	5	5	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.24	2.10462366	199.3	2025.1	1275.7	199.3	1272.4	80	210	157.125	28.2486	160	2.086626052	4.741821346	-0.931880026	0.987977405	2.470566557	1.31038022	0.117397329	0.664950916	2.322219295	28262.8851	123.4546562	11709.57471	0.127578361	12.11175746	376.4638075	2.486680668	NA
2304	Melomys_talaudium	4209	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Melomys	talaudium	Long_tailed_Talaud_Melomys	1	EN	B	decreasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	152.15	2.182271957	11629	4.065542371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.602059991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15912057	4.712592654	-0.628108431	1.137912003	2.667023914	NA	NA	-1.529715096	2.322219295	26598.14844	144.251577	9040.143294	0.235446137	13.73763595	464.5408539	0.029531459	NA
2332	Mesocapromys_angelcabrerai	4220	NA	Placental	RODENTIA	ROD	Rodentia	CAPROMYIDAE	CAP	Capromyidae	Mesocapromys	angelcabrerai	Cabrera.s_Hutia	1	EN	NA	unknown	I	NA	NA	omni	2	3	T	2	NA	1	NA	NA	NA	NA	NA	NA	NA	3101	3.491501766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.55	21.57	21.53	21.55	-78.75	-78.77	-78.76	87	87	87	0.07	111	2.045322979	246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.04	1.90330708	110.8	1428.9	830.186	110.8	800.4	140	540	289.524	79.9909	260	1.225093445	4.163406731	-0.672687855	1.401620076	2.997184433	0.308865009	-0.51023129	NA	2.322219295	19841.90103	16.7103318	10274.52555	0.189533645	22.30668194	839.5912893	0	NA
2402	Microhydromys_musseri	4235	NA	Placental	RODENTIA	ROD	Rodentia	MURIDAE	MUR	Muridae	Microhydromys	musseri	Musser.s_Shrew_Mouse	NA	DD	NA	unknown	I	NA	NA	car	3	1	T	1	NA	1	NA	NA	NA	NA	NA	106.14	2.025879083	707	2.849419414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	312.94	-3.45	-3.63	-3.54	142.52	142.34	142.43	5	5.24	5	0.18	232.49	2.366404277	298.25	1695	3.229169703	1695.5	3.229297794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.536858079	4.742812493	-0.732133464	0.764500267	2.323033363	NA	NA	-2.73468444	2.322219295	24300.60205	25.98668336	8169.415485	0.17826375	6.437418543	228.8206787	0	NA
2423	Microtus_abbreviatus	2865	NA	Placental	RODENTIA	ROD	Rodentia	CRICETIDAE	CRI	Cricetidae	Microtus	abbreviatus	Insular_Vole	0	LC	NA	stable	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	66.06	1.819938569	NA	NA	NA	NA	3858	3.586362223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	1.342422681	3	0.477121255	NA	NA	NA	NA	21.27	1.32776749	3.37	0.527629901	NA	NA	11	14.88	1.172602931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327.94	60.69	60.29	60.49	-172.21	-173.11	-172.66	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.25	1.306425028	26.5	327.9	194.898	26.5	202.5	0	0	0	0	0	2.505831048	4.722015068	-0.710649237	0.805692409	2.362281716	0.823511087	-0.08433055	-0.791436768	2.322219295	23091.50598	338.4869189	12640.67879	0.214584875	5.227675086	200.4689193	0.057386727	NA
2427	Microtus_bavaricus	4244	NA	Placental	RODENTIA	ROD	Rodentia	CRICETIDAE	CRI	Cricetidae	Microtus	bavaricus	Bavarian_Pine_Vole_Bavarian_Vole	1	CR	B	decreasing	C	NA	NA	her	1	3	T	1	NA	1	N	NA	NA	NA	NA	98	1.991226076	7085	3.850339855	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641235992	4.71876283	-0.674623132	0.718614946	2.289691949	NA	NA	NA	2.322219295	27336.49728	4.299450801	10626.49749	0.199116236	4.59150468	176.2999172	0	NA
2429	Microtus_breweri	2847	NA	Placental	RODENTIA	ROD	Rodentia	CRICETIDAE	CRI	Cricetidae	Microtus	breweri	Beach_Vole	1	VU	NA	stable	I	NA	NA	her	1	1	T	1	NA	2	NA	54	1.73239376	NA	NA	126.88	2.10339317	665	2.822821645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	0.653212514	NA	NA	NA	NA	21	1.322219295	3.49	0.542825427	NA	NA	NA	8.45	0.926856709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.412	-0.385102784	NA	NA	NA	1.85	41.34	41.33	41.33	-70.3	-70.33	-70.31	55	55	55	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.87	2.048713638	315.8	1382.4	1086.39	315.8	1118.7	140	170	141.765	7.05882	140	0.641235992	4.71876283	-0.674623132	0.718614946	2.289691949	NA	NA	NA	2.322219295	27336.49728	4.299450801	10626.49749	0.199116236	4.59150468	176.2999172	0	NA
2807	Mysateles_gundlachi	4355	NA	Placental	RODENTIA	ROD	Rodentia	CAPROMYIDAE	CAP	Capromyidae	Mysateles	gundlachi	Chapman.s_Prehensile_Tailed_Hutia_Chapman.s_Prehensile_tailed_Hutia_Gundlach.s_Hutia	1	EN	B	decreasing	I	NA	NA	omni	2	3	T	2	NA	1	NA	NA	NA	NA	NA	NA	NA	438	2.641474111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.301029996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63506.47	23.19	20.88	22.03	-77.62	-84.95	-81.28	2	108.99	11	0.02	111.22	2.046182891	250.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20187085	4.493442663	-0.771552906	1.251780776	2.744672155	1.340812177	0.127367945	-0.402340432	2.322219295	22902.04183	15.9173531	10328.99183	0.169218209	17.85586014	555.4847686	0.395967524	NA
